0,0,3.1416,0.53103,0,0,3.1416,0.5904,0,0,3.1416,-0.62625,0,0,3.1416,-0.020471,0,0,3.1416,-0.10883
-0.031956,-0.60865,3.1791,0.23739,-0.035357,-0.67356,3.1834,0.26552,0.034326,0.65666,3.0957,-0.31084,-0.00037041,-0.0056863,3.1393,-0.023863,0.0046894,0.090906,3.133,-0.065709
-0.11613,-1.0493,3.1923,0.040013,-0.12855,-1.162,3.1983,0.046961,0.12582,1.1477,3.0761,-0.094326,-0.00083761,-0.0023672,3.1369,-0.023931,0.017634,0.16536,3.1281,-0.034151
-0.2372,-1.3508,3.1895,-0.085393,-0.26267,-1.4972,3.1955,-0.09214,0.25926,1.5,3.0743,0.047628,-0.00062418,0.0075564,3.1346,-0.021886,0.037274,0.22513,3.1258,-0.011679
-0.38252,-1.5391,3.1769,-0.15816,-0.42382,-1.7073,3.1817,-0.17315,0.42198,1.7375,3.0838,0.13448,0.00082784,0.022113,3.1326,-0.018612,0.062231,0.27209,3.1255,0.0037642
-0.54194,-1.6361,3.1591,-0.19336,-0.60076,-1.8169,3.1622,-0.2126,0.60362,1.8815,3.0999,0.18138,0.0038994,0.039713,3.1309,-0.014746,0.091322,0.30797,3.1264,0.013868
-0.70737,-1.6619,3.1391,-0.20239,-0.78457,-1.8476,3.1402,-0.22305,0.7958,1.9509,3.1191,0.19987,0.0088302,0.059091,3.1297,-0.010728,0.12352,0.33454,3.1281,0.019971
-0.8725,-1.633,3.1192,-0.19422,-0.96826,-1.8178,3.1182,-0.21444,0.99185,1.9618,3.1392,0.19913,0.015744,0.079271,3.1288,-0.0068446,0.15797,0.35335,3.1303,0.023149
-1.0326,-1.5635,3.1007,-0.17538,-1.1466,-1.743,3.0977,-0.19396,1.1867,1.928,3.1586,0.18596,0.024686,0.099497,3.1283,-0.003283,0.19397,0.36569,3.1327,0.024262
-1.1842,-1.4648,3.0843,-0.15068,-1.3158,-1.6358,3.0796,-0.16695,1.3764,1.861,3.1762,0.1654,0.035628,0.11922,3.1281,-0.00013898,0.23093,0.37275,3.1351,0.023954
-1.3249,-1.346,3.0706,-0.12361,-1.473,-1.5063,3.0644,-0.13726,1.5581,1.7701,3.1915,0.14124,0.048498,0.13804,3.1282,0.0025447,0.26838,0.37556,3.1375,0.022709
-1.453,-1.2145,3.0596,-0.096364,-1.6166,-1.3625,3.0522,-0.10733,1.7298,1.6627,3.2044,0.11591,0.063195,0.15566,3.1286,0.0047583,0.30593,0.37499,3.1396,0.020909
-1.5676,-1.076,3.0513,-0.070495,-1.7453,-1.2107,3.0429,-0.07888,1.8903,1.5449,3.2147,0.091151,0.079586,0.17193,3.1292,0.0065281,0.34328,0.37173,3.1416,0.018811
-1.6681,-0.93493,3.0454,-0.046906,-1.8586,-1.0559,3.0363,-0.052896,2.0386,1.4211,3.2227,0.06808,0.097532,0.18673,3.1299,0.0078874,0.38021,0.36638,3.1434,0.016601
-1.7546,-0.79446,3.0418,-0.025995,-1.9565,-0.90158,3.0322,-0.029833,2.1744,1.2949,3.2284,0.047216,0.11688,0.20001,3.1307,0.0088832,0.41651,0.35941,3.1449,0.014416
-1.8271,-0.65717,3.0401,-0.0079965,-2.039,-0.75059,3.0302,-0.0099603,2.2976,1.169,3.2322,0.028893,0.13748,0.21178,3.1317,0.0095645,0.45204,0.3512,3.1463,0.012334
-1.8862,-0.52479,3.0401,0.007137,-2.1068,-0.60486,3.0301,0.0067842,2.4083,1.0454,3.2343,0.013183,0.15919,0.22206,3.1326,0.0099753,0.48672,0.34206,3.1474,0.010401
-1.9323,-0.39854,3.0415,0.019581,-2.1602,-0.46574,3.0315,0.020576,2.5068,0.92548,3.2349,-4.2295e-05,0.18185,0.23089,3.1336,0.010164,0.52044,0.33224,3.1484,0.0086497
-1.9661,-0.27924,3.0439,0.02953,-2.2002,-0.3342,3.0341,0.031628,2.5936,0.81022,3.2344,-0.01092,0.20532,0.23835,3.1347,0.010172,0.55315,0.32193,3.1492,0.0070877
-1.9884,-0.16736,3.0473,0.037272,-2.2274,-0.21072,3.0377,0.04025,2.669,0.70031,3.2328,-0.019679,0.22947,0.2445,3.1357,0.010033,0.58481,0.31127,3.1498,0.0057073
-1.9999,-0.063096,3.0513,0.043084,-2.2426,-0.095587,3.0421,0.046742,2.7338,0.5961,3.2305,-0.026576,0.25418,0.24941,3.1367,0.0097798,0.61539,0.30039,3.1503,0.0045022
-2.0013,0.033494,3.0559,0.047236,-2.2467,0.011152,3.047,0.051403,2.7885,0.49783,3.2276,-0.031846,0.27932,0.25318,3.1376,0.009441,0.64488,0.28939,3.1507,0.0034604
-1.9934,0.12257,3.0607,0.050006,-2.2406,0.10965,3.0523,0.054534,2.8336,0.40552,3.2242,-0.035734,0.30478,0.25589,3.1385,0.0090394,0.67327,0.27832,3.151,0.0025619
-1.977,0.20431,3.0658,0.051626,-2.2251,0.20009,3.0579,0.056387,2.8698,0.31912,3.2204,-0.038469,0.33046,0.25759,3.1394,0.0085926,0.70055,0.26726,3.1512,0.0017903
-1.9528,0.27895,3.071,0.052299,-2.2009,0.28273,3.0636,0.057189,2.8976,0.23853,3.2165,-0.040238,0.35627,0.25837,3.1403,0.0081167,0.72672,0.25623,3.1514,0.0011316
-1.9214,0.34684,3.0763,0.052224,-2.1688,0.35797,3.0693,0.05716,2.9176,0.16356,3.2124,-0.041224,0.38211,0.25831,3.141,0.007624,0.7518,0.24529,3.1514,0.00056947
-1.8836,0.40835,3.0815,0.051565,-2.1295,0.42618,3.075,0.056479,2.9305,0.093958,3.2083,-0.041587,0.40791,0.25747,3.1418,0.0071234,0.77578,0.23445,3.1515,8.9147e-05
-1.84,0.46377,3.0866,0.050452,-2.0838,0.48769,3.0806,0.05529,2.9366,0.029517,3.2041,-0.041454,0.43358,0.25593,3.1425,0.0066224,0.79869,0.22375,3.1515,-0.0003209
-1.7911,0.51341,3.0915,0.048997,-2.0322,0.54286,3.086,0.05372,2.9365,-0.029962,3.2,-0.040931,0.45907,0.25375,3.1431,0.006127,0.82054,0.21319,3.1514,-0.0006709
-1.7375,0.55765,3.0963,0.047297,-1.9754,0.59209,3.0913,0.051874,2.9308,-0.08473,3.196,-0.040113,0.48431,0.25097,3.1437,0.0056416,0.84134,0.2028,3.1513,-0.00097054
-1.6797,0.59683,3.101,0.045422,-1.914,0.63577,3.0964,0.049833,2.9197,-0.13505,3.192,-0.039073,0.50924,0.24764,3.1442,0.0051698,0.86111,0.1926,3.1512,-0.0012276
-1.6183,0.63127,3.1054,0.043432,-1.8484,0.67424,3.1013,0.047662,2.9039,-0.18116,3.1881,-0.037871,0.53382,0.24382,3.1447,0.0047148,0.87986,0.18259,3.1511,-0.0014484
-1.5536,0.66125,3.1097,0.041376,-1.7793,0.70779,3.1059,0.045417,2.8836,-0.22327,3.1844,-0.036556,0.55799,0.23957,3.1452,0.0042768,0.89763,0.17279,3.1509,-0.0016384
-1.4862,0.68699,3.1137,0.03929,-1.707,0.73668,3.1104,0.043141,2.8594,-0.26153,3.1808,-0.035166,0.58172,0.23493,3.1456,0.0038564,0.91443,0.1632,3.1508,-0.0018021
-1.4163,0.70878,3.1175,0.03721,-1.6321,0.76125,3.1145,0.040869,2.8315,-0.29617,3.1774,-0.033738,0.60497,0.22995,3.146,0.0034544,0.93028,0.15384,3.1506,-0.0019426
-1.3445,0.7269,3.1211,0.035151,-1.5549,0.78177,3.1185,0.038615,2.8003,-0.3274,3.1741,-0.032286,0.6277,0.22465,3.1463,0.0030717,0.9452,0.14471,3.1504,-0.0020631
-1.2711,0.74157,3.1246,0.03312,-1.4759,0.79851,3.1223,0.036392,2.7661,-0.35539,3.1709,-0.030823,0.64989,0.21908,3.1466,0.002709,0.95923,0.13582,3.1502,-0.0021661
-1.1963,0.75302,3.1278,0.03113,-1.3953,0.81172,3.1258,0.034213,2.7293,-0.38031,3.1679,-0.029363,0.67151,0.21328,3.1468,0.0023654,0.97238,0.12718,3.1499,-0.0022537
-1.1206,0.76146,3.1308,0.029192,-1.3136,0.82162,3.1291,0.032096,2.6901,-0.40233,3.1651,-0.027919,0.69254,0.20729,3.147,0.0020402,0.98467,0.11879,3.1497,-0.0023276
-1.0441,0.7671,3.1336,0.027321,-1.2311,0.82843,3.1322,0.030052,2.6489,-0.4216,3.1623,-0.026507,0.71296,0.20112,3.1472,0.0017327,0.99614,0.11067,3.1495,-0.0023889
-0.96724,0.77013,3.1363,0.025515,-1.148,0.83237,3.1351,0.028078,2.6059,-0.43827,3.1598,-0.025127,0.73276,0.19481,3.1474,0.0014426,1.0068,0.1028,3.1492,-0.0024385
-0.89018,0.77073,3.1387,0.023771,-1.0647,0.83364,3.1378,0.02617,2.5613,-0.4525,3.1573,-0.023778,0.75192,0.1884,3.1475,0.0011697,1.0167,0.095198,3.149,-0.0024773
-0.81317,0.76909,3.141,0.022088,-0.98139,0.83243,3.1404,0.024329,2.5155,-0.46441,3.155,-0.022461,0.77044,0.1819,3.1476,0.00091369,1.0259,0.087863,3.1487,-0.0025066
-0.73643,0.76535,3.1431,0.020467,-0.89831,0.82893,3.1427,0.022557,2.4685,-0.47415,3.1528,-0.021178,0.7883,0.17534,3.1477,0.0006738,1.0343,0.080797,3.1485,-0.0025271
-0.66016,0.7597,3.1451,0.01891,-0.81568,0.82331,3.1449,0.020857,2.4207,-0.48184,3.1508,-0.019932,0.8055,0.16875,3.1478,0.00044934,1.042,0.074001,3.1482,-0.0025394
-0.58455,0.75229,3.1469,0.017419,-0.73371,0.81574,3.1469,0.019228,2.3722,-0.48762,3.1488,-0.018727,0.82205,0.16214,3.1478,0.00023973,1.0491,0.067474,3.148,-0.0025438
-0.50976,0.74326,3.1486,0.01599,-0.65259,0.80639,3.1487,0.017666,2.3233,-0.4916,3.147,-0.01756,0.83793,0.15553,3.1478,4.4455e-05,1.0555,0.061215,3.1477,-0.0025409
-0.43595,0.73274,3.1501,0.01462,-0.57249,0.7954,3.1504,0.016169,2.274,-0.4939,3.1453,-0.01643,0.85315,0.14895,3.1478,-0.00013694,1.0614,0.055224,3.1475,-0.0025311
-0.36326,0.72088,3.1515,0.013309,-0.49356,0.78291,3.152,0.014734,2.2245,-0.49462,3.1437,-0.015335,0.86772,0.1424,3.1478,-0.00030485,1.0666,0.049499,3.1472,-0.0025151
-0.29181,0.70781,3.1528,0.012055,-0.41595,0.76908,3.1534,0.013362,2.1751,-0.49389,3.1422,-0.014276,0.88164,0.13592,3.1477,-0.0004598,1.0713,0.044037,3.147,-0.0024934
-0.22173,0.69364,3.1539,0.010858,-0.33978,0.75404,3.1546,0.012053,2.1258,-0.4918,3.1409,-0.013255,0.89491,0.1295,3.1477,-0.00060238,1.0754,0.038835,3.1467,-0.0024664
-0.15311,0.6785,3.155,0.0097175,-0.26518,0.73791,3.1558,0.010806,2.0768,-0.48846,3.1396,-0.012271,0.90754,0.12317,3.1476,-0.0007331,1.079,0.03389,3.1465,-0.0024345
-0.086061,0.6625,3.1559,0.0086324,-0.19224,0.72082,3.1568,0.0096182,2.0281,-0.48397,3.1384,-0.011325,0.91954,0.11694,3.1475,-0.00085245,1.0822,0.029197,3.1462,-0.002398
-0.020649,0.64574,3.1567,0.0076006,-0.12105,0.70289,3.1577,0.0084883,1.98,-0.47841,3.1373,-0.010415,0.93093,0.11081,3.1475,-0.0009609,1.0849,0.024751,3.146,-0.0023573
0.043055,0.62832,3.1574,0.0066208,-0.051691,0.68421,3.1585,0.0074151,1.9325,-0.47189,3.1363,-0.0095404,0.94171,0.1048,3.1474,-0.0010589,1.0871,0.020549,3.1458,-0.0023128
0.10499,0.61034,3.158,0.005692,0.015771,0.66491,3.1592,0.0063972,1.8857,-0.46448,3.1354,-0.008701,0.95189,0.09891,3.1472,-0.001147,1.089,0.016585,3.1455,-0.0022649
0.16511,0.59189,3.1585,0.0048131,0.081278,0.64507,3.1598,0.0054335,1.8396,-0.45627,3.1346,-0.0078965,0.9615,0.093158,3.1471,-0.0012255,1.0905,0.012854,3.1453,-0.002214
0.22337,0.57306,3.159,0.0039828,0.14478,0.62479,3.1603,0.0045228,1.7944,-0.44734,3.1338,-0.0071267,0.97052,0.08755,3.147,-0.0012951,1.0916,0.0093495,3.1451,-0.0021605
0.27972,0.55392,3.1593,0.0032001,0.20623,0.60417,3.1607,0.0036639,1.7502,-0.43777,3.1332,-0.0063914,0.97898,0.08209,3.1469,-0.0013561,1.0924,0.0060667,3.1449,-0.0021047
0.33415,0.53455,3.1596,0.0024638,0.2656,0.58328,3.161,0.0028554,1.7069,-0.42762,3.1326,-0.0056906,0.98691,0.076784,3.1467,-0.0014089,1.0928,0.0029986,3.1447,-0.0020469
0.38662,0.51503,3.1598,0.0017725,0.32286,0.5622,3.1613,0.0020953,1.6647,-0.41698,3.132,-0.0050226,0.99431,0.071633,3.1466,-0.001454,1.093,0.00013852,3.1445,-0.0019873
0.43713,0.49542,3.16,0.0011244,0.378,0.54101,3.1614,0.0013825,1.6235,-0.40589,3.1315,-0.0043872,1.0012,0.066641,3.1464,-0.0014918,1.0928,-0.0025205,3.1443,-0.0019262
0.48567,0.47579,3.1601,0.00051862,0.43102,0.51978,3.1615,0.00071615,1.5835,-0.39443,3.1311,-0.0037841,1.0076,0.06181,3.1463,-0.0015226,1.0925,-0.0049852,3.1441,-0.001864
0.53225,0.45618,3.1601,-4.5789e-05,0.48193,0.49856,3.1616,9.5155e-05,1.5447,-0.38266,3.1308,-0.0032129,1.0135,0.057142,3.1461,-0.0015468,1.0918,-0.0072622,3.1439,-0.0018009
0.57688,0.43665,3.16,-0.00056994,0.53073,0.47741,3.1616,-0.00048173,1.507,-0.37062,3.1305,-0.0026733,1.019,0.05264,3.146,-0.0015648,1.091,-0.0093582,3.1437,-0.0017371
0.61957,0.41726,3.16,-0.001055,0.57742,0.4564,3.1615,-0.0010159,1.4706,-0.35838,3.1303,-0.0021647,1.0241,0.048303,3.1458,-0.001577,1.09,-0.01128,3.1436,-0.0016729
0.66034,0.39805,3.1598,-0.0015024,0.62203,0.43557,3.1614,-0.0015089,1.4353,-0.34599,3.1301,-0.0016864,1.0287,0.044133,3.1457,-0.0015839,1.0888,-0.013034,3.1434,-0.0016084
0.69921,0.37906,3.1597,-0.0019135,0.66457,0.41497,3.1612,-0.0019623,1.4014,-0.33348,3.1299,-0.0012375,1.0329,0.040131,3.1455,-0.0015856,1.0874,-0.014626,3.1432,-0.0015439
0.73619,0.36033,3.1595,-0.0022897,0.70507,0.39464,3.161,-0.0023781,1.3686,-0.32091,3.1298,-0.00081713,1.0368,0.036297,3.1453,-0.0015827,1.0858,-0.016064,3.1431,-0.0014796
0.77132,0.3419,3.1592,-0.0026328,0.74354,0.37462,3.1607,-0.0027581,1.3372,-0.30831,3.1298,-0.0004242,1.0403,0.032629,3.1452,-0.0015755,1.0842,-0.017354,3.1429,-0.0014156
0.80461,0.32379,3.1589,-0.0029444,0.78002,0.35495,3.1604,-0.0031045,1.3069,-0.29572,3.1297,-5.7499e-05,1.0434,0.029128,3.145,-0.0015644,1.0824,-0.018503,3.1428,-0.0013521
0.83611,0.30604,3.1586,-0.0032265,0.81454,0.33565,3.1601,-0.003418,1.278,-0.28317,3.1297,0.00028431,1.0461,0.025792,3.1449,-0.0015497,1.0805,-0.019518,3.1427,-0.0012892
0.86584,0.28866,3.1583,-0.0034798,0.84715,0.31676,3.1597,-0.0036993,1.2503,-0.2707,3.1298,0.00060157,1.0485,0.022619,3.1447,-0.0015317,1.0785,-0.020406,3.1425,-0.001227
0.89384,0.2717,3.1579,-0.003705,0.87789,0.2983,3.1594,-0.0039503,1.2239,-0.25835,3.1299,0.00089442,1.0506,0.019608,3.1446,-0.0015107,1.0764,-0.021173,3.1424,-0.0011657
0.92017,0.25516,3.1575,-0.0039037,0.90682,0.2803,3.1589,-0.0041724,1.1987,-0.24612,3.13,0.001164,1.0525,0.016753,3.1444,-0.0014867,1.0742,-0.021827,3.1423,-0.0011055
0.94487,0.23906,3.1571,-0.0040773,0.93396,0.26276,3.1585,-0.004367,1.1747,-0.23406,3.1301,0.0014113,1.054,0.014052,3.1443,-0.0014603,1.072,-0.022372,3.1422,-0.0010463
0.96798,0.22341,3.1567,-0.0042272,0.95939,0.24571,3.1581,-0.0045356,1.1519,-0.22218,3.1302,0.0016374,1.0553,0.011501,3.1441,-0.0014315,1.0698,-0.022815,3.1421,-0.00098834
0.98956,0.20823,3.1563,-0.0043547,0.98313,0.22917,3.1576,-0.0046794,1.1302,-0.21051,3.1304,0.0018431,1.0563,0.0090972,3.144,-0.0014008,1.0675,-0.023162,3.142,-0.00093165
1.0097,0.19352,3.1559,-0.0044609,1.0053,0.21314,3.1571,-0.0047998,1.1097,-0.19906,3.1306,0.0020294,1.0571,0.0068368,3.1438,-0.0013683,1.0651,-0.023418,3.1419,-0.00087629
1.0283,0.1793,3.1554,-0.0045471,1.0258,0.19763,3.1567,-0.0048979,1.0904,-0.18785,3.1308,0.0021971,1.0577,0.0047161,3.1437,-0.0013343,1.0628,-0.023589,3.1418,-0.00082234
1.0455,0.16558,3.155,-0.0046142,1.0448,0.18266,3.1562,-0.0049747,1.0721,-0.1769,3.1311,0.0023468,1.058,0.0027315,3.1436,-0.0012989,1.0604,-0.023679,3.1417,-0.00076988
1.0614,0.15235,3.1545,-0.0046632,1.0623,0.16823,3.1557,-0.0050318,1.055,-0.16621,3.1313,0.0024793,1.0582,0.00087924,3.1435,-0.0012623,1.0581,-0.023696,3.1417,-0.00071895
1.076,0.13962,3.154,-0.0046951,1.0785,0.15434,3.1552,-0.0050704,1.0389,-0.15581,3.1315,0.002595,1.0582,-0.00084448,3.1433,-0.0012246,1.0557,-0.023644,3.1416,-0.00066956
1.0894,0.1274,3.1536,-0.0047112,1.0932,0.14098,3.1546,-0.0050919,1.0238,-0.14569,3.1318,0.0026948,1.0581,-0.0024436,3.1432,-0.001186,1.0533,-0.023528,3.1415,-0.00062175
1.1015,0.11568,3.1531,-0.0047128,1.1067,0.12817,3.1541,-0.0050973,1.0097,-0.13588,3.1321,0.0027797,1.0577,-0.0039224,3.1431,-0.0011467,1.051,-0.023353,3.1415,-0.00057553
1.1125,0.10445,3.1526,-0.0047008,1.1189,0.1159,3.1536,-0.0050878,0.99663,-0.12637,3.1324,0.0028506,1.0573,-0.0052855,3.143,-0.0011069,1.0487,-0.023125,3.1414,-0.00053091
1.1224,0.093725,3.1521,-0.0046762,1.1299,0.10416,3.1531,-0.0050644,0.98445,-0.11717,3.1327,0.0029083,1.0567,-0.0065373,3.1429,-0.0010667,1.0464,-0.022847,3.1414,-0.00048791
1.1313,0.083484,3.1517,-0.00464,1.1397,0.092954,3.1526,-0.0050283,0.97318,-0.10829,3.1329,0.0029536,1.056,-0.0076824,3.1428,-0.0010264,1.0441,-0.022524,3.1413,-0.00044655
1.1391,0.073727,3.1512,-0.004593,1.1485,0.082271,3.1521,-0.0049803,0.96279,-0.099725,3.1332,0.0029873,1.0552,-0.008725,3.1427,-0.0009859,1.0419,-0.02216,3.1413,-0.00040682
1.146,0.064447,3.1508,-0.0045363,1.1562,0.072109,3.1516,-0.0049216,0.95323,-0.091481,3.1335,0.0030101,1.0542,-0.0096694,3.1426,-0.00094548,1.0397,-0.021758,3.1412,-0.00036873
1.1521,0.055638,3.1503,-0.0044706,1.1629,0.06246,3.1511,-0.0048529,0.94447,-0.083557,3.1338,0.0030226,1.0532,-0.01052,3.1425,-0.00090522,1.0375,-0.021323,3.1412,-0.00033228
1.1572,0.047292,3.1499,-0.0043968,1.1687,0.053317,3.1507,-0.0047753,0.9365,-0.075955,3.1341,0.0030257,1.0521,-0.01128,3.1424,-0.00086522,1.0354,-0.020858,3.1412,-0.00029748
1.1615,0.039402,3.1494,-0.0043157,1.1736,0.044673,3.1502,-0.0046896,0.92927,-0.068674,3.1345,0.0030199,1.051,-0.011954,3.1423,-0.00082557,1.0333,-0.020365,3.1412,-0.00026432
1.1651,0.031959,3.149,-0.0042281,1.1776,0.036515,3.1497,-0.0045968,0.92276,-0.061714,3.1348,0.0030059,1.0497,-0.012547,3.1422,-0.00078638,1.0313,-0.019849,3.1411,-0.00023275
1.1679,0.024955,3.1486,-0.0041347,1.1809,0.02883,3.1493,-0.0044973,0.91693,-0.055073,3.1351,0.0029845,1.0485,-0.013061,3.1421,-0.00074772,1.0294,-0.019312,3.1411,-0.00020274
1.1701,0.018376,3.1482,-0.0040361,1.1834,0.021605,3.1488,-0.0043921,0.91176,-0.048746,3.1353,0.002956,1.0471,-0.013501,3.1421,-0.00070967,1.0275,-0.018759,3.1411,-0.00017428
1.1716,0.012211,3.1478,-0.003933,1.1852,0.014826,3.1484,-0.0042817,0.9072,-0.042727,3.1356,0.0029211,1.0458,-0.013872,3.142,-0.00067228,1.0256,-0.01819,3.1411,-0.00014733
1.1725,0.0064451,3.1474,-0.003826,1.1864,0.0084802,3.148,-0.0041668,0.90323,-0.03701,3.1359,0.0028803,1.0444,-0.014177,3.1419,-0.00063562,1.0238,-0.017611,3.1411,-0.00012187
1.1729,0.0010666,3.147,-0.0037155,1.1869,0.0025554,3.1475,-0.004048,0.89981,-0.031589,3.1362,0.0028342,1.0429,-0.014421,3.1419,-0.00059972,1.0221,-0.017022,3.141,-9.7849e-05
1.1727,-0.0039374,3.1466,-0.0036023,1.1869,-0.0029613,3.1472,-0.003926,0.89691,-0.026459,3.1365,0.0027832,1.0415,-0.014606,3.1418,-0.00056465,1.0204,-0.016426,3.141,-7.5251e-05
1.1721,-0.0085794,3.1463,-0.0034867,1.1863,-0.0080826,3.1468,-0.0038014,0.89451,-0.021613,3.1368,0.0027279,1.04,-0.014737,3.1418,-0.00053043,1.0188,-0.015825,3.141,-5.4035e-05
1.171,-0.012872,3.1459,-0.0033693,1.1853,-0.012821,3.1464,-0.0036746,0.89257,-0.017046,3.137,0.0026686,1.0385,-0.014817,3.1417,-0.00049712,1.0173,-0.015222,3.141,-3.4163e-05
1.1696,-0.016826,3.1456,-0.0032506,1.1838,-0.017189,3.146,-0.0035464,0.89108,-0.01275,3.1373,0.0026059,1.0371,-0.014849,3.1417,-0.00046474,1.0158,-0.014619,3.141,-1.5598e-05
1.1677,-0.020455,3.1453,-0.003131,1.1819,-0.021198,3.1457,-0.0034171,0.88999,-0.0087201,3.1376,0.0025401,1.0356,-0.014836,3.1416,-0.00043332,1.0143,-0.014016,3.141,1.7032e-06
